Aviso,AnioMes,Equipo,DenominacionEquipo,Area,Linea,Criticidad,Causa,DuracionParada_h,CategoriaPerdida,LigadoAOrden
901967,2026-07,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desalineamiento,3.0,Paradas menores,1
901968,2026-07,EQ-0210,Compresor 3,Servicios,N/A,B,Falta de lubricación,5.1,Averías,1
901969,2026-07,EQ-0211,Chiller 1,Servicios,N/A,A,Falta de lubricación,5.1,Averías,1
901970,2026-07,EQ-0470,Paletizador,Envasado,Línea 3,B,Falla eléctrica,7.9,Pérdida de velocidad,1
901971,2026-07,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desalineamiento,9.6,Defectos y reproceso,1
901972,2026-07,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Contaminación,6.9,Averías,1
901973,2026-07,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Obstrucción,5.6,Paradas menores,1
901974,2026-07,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desalineamiento,8.1,Setup y ajustes,1
901975,2026-07,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,1.1,Setup y ajustes,1
901976,2026-07,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,3.3,Setup y ajustes,1
901977,2026-07,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,5.7,Averías,1
901978,2026-07,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,5.5,Averías,1
901979,2026-07,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Fatiga de material,5.2,Averías,1
901980,2026-07,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,11.0,Paradas menores,1
901981,2026-07,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,1.4,Averías,1
901982,2026-07,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,2.1,Defectos y reproceso,1
901983,2026-07,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,6.0,Averías,1
901984,2026-07,EQ-0471,Transportador L3,Envasado,Línea 3,C,Falta de lubricación,4.9,Paradas menores,1
901985,2026-07,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Fatiga de material,1.8,Paradas menores,1
901986,2026-07,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,11.1,Paradas menores,1
901987,2026-07,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,4.5,Paradas menores,1
901988,2026-07,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,6.5,Arranque,1
901989,2026-07,EQ-0471,Transportador L3,Envasado,Línea 3,C,Obstrucción,2.8,Pérdida de velocidad,1
901990,2026-07,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Contaminación,0.7,Averías,1
901991,2026-07,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falta de lubricación,10.8,Arranque,1
901992,2026-07,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,3.0,Averías,1
901993,2026-07,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Obstrucción,5.5,Paradas menores,1
901994,2026-07,EQ-0201,Caldera 1,Servicios,N/A,A,Desalineamiento,8.5,Setup y ajustes,1
901995,2026-07,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falta de lubricación,4.0,Averías,0
901996,2026-07,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,8.2,Averías,1
901997,2026-07,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desalineamiento,8.1,Defectos y reproceso,1
901998,2026-07,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desgaste,5.3,Defectos y reproceso,1
901999,2026-07,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falta de lubricación,7.4,Averías,1
902000,2026-07,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desgaste,3.3,Paradas menores,1
902001,2026-07,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Desgaste,4.3,Averías,1
902002,2026-07,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Ajuste incorrecto,5.1,Setup y ajustes,1
902003,2026-07,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falla eléctrica,5.7,Averías,1
902004,2026-07,EQ-0211,Chiller 1,Servicios,N/A,A,Obstrucción,3.6,Pérdida de velocidad,1
902005,2026-07,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Ajuste incorrecto,3.7,Averías,1
902006,2026-07,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Fatiga de material,5.1,Paradas menores,1
902007,2026-07,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falla eléctrica,2.4,Averías,1
902008,2026-07,EQ-0210,Compresor 3,Servicios,N/A,B,Fatiga de material,1.0,Setup y ajustes,1
902009,2026-07,EQ-0211,Chiller 1,Servicios,N/A,A,Contaminación,8.2,Arranque,1
902010,2026-07,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Falta de lubricación,4.7,Averías,1
902011,2026-07,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,8.8,Pérdida de velocidad,1
902012,2026-07,EQ-0470,Paletizador,Envasado,Línea 3,B,Desgaste,8.3,Paradas menores,1
902013,2026-07,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,4.0,Averías,1
902014,2026-07,EQ-0310,Reactor P1,Proceso,Línea 1,A,Ajuste incorrecto,5.6,Paradas menores,1
902015,2026-07,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Fatiga de material,2.9,Arranque,1
902016,2026-07,EQ-0211,Chiller 1,Servicios,N/A,A,Desgaste,9.8,Setup y ajustes,1
902017,2026-07,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,5.2,Averías,1
902018,2026-07,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Obstrucción,5.8,Paradas menores,1
902019,2026-07,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desgaste,5.5,Averías,1
902020,2026-07,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,10.0,Setup y ajustes,1
902021,2026-07,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Contaminación,6.5,Pérdida de velocidad,0
902022,2026-07,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Fatiga de material,2.9,Averías,1
902023,2026-07,EQ-0210,Compresor 3,Servicios,N/A,B,Ajuste incorrecto,4.8,Averías,1
902024,2026-07,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,10.0,Paradas menores,1
902025,2026-07,EQ-0201,Caldera 1,Servicios,N/A,A,Desalineamiento,9.2,Defectos y reproceso,1
902026,2026-07,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Falla eléctrica,4.4,Averías,1
902027,2026-07,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Falla eléctrica,6.8,Averías,1
902028,2026-07,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Desgaste,2.5,Averías,1
902029,2026-07,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,8.0,Paradas menores,1
902030,2026-07,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Fatiga de material,3.7,Paradas menores,1
902031,2026-07,EQ-0202,Caldera 2,Servicios,N/A,B,Ajuste incorrecto,7.2,Pérdida de velocidad,1
902032,2026-07,EQ-0202,Caldera 2,Servicios,N/A,B,Desgaste,7.8,Averías,1
902033,2026-07,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,11.3,Averías,1
902034,2026-07,EQ-0201,Caldera 1,Servicios,N/A,A,Ajuste incorrecto,7.6,Setup y ajustes,1
902035,2026-07,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Contaminación,5.2,Arranque,1
902036,2026-07,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falta de lubricación,3.0,Paradas menores,1
902037,2026-07,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Fatiga de material,2.7,Setup y ajustes,1
902038,2026-07,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,2.8,Averías,1
902039,2026-07,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,1.2,Setup y ajustes,1
902040,2026-07,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desgaste,0.8,Averías,1
902041,2026-07,EQ-0470,Paletizador,Envasado,Línea 3,B,Desalineamiento,7.4,Averías,1
902042,2026-07,EQ-0211,Chiller 1,Servicios,N/A,A,Obstrucción,10.4,Setup y ajustes,1
902043,2026-07,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falla eléctrica,1.6,Defectos y reproceso,1
902044,2026-07,EQ-0201,Caldera 1,Servicios,N/A,A,Fatiga de material,2.3,Averías,1
902045,2026-07,EQ-0201,Caldera 1,Servicios,N/A,A,Desalineamiento,3.0,Pérdida de velocidad,1
902046,2026-07,EQ-0201,Caldera 1,Servicios,N/A,A,Falta de lubricación,9.7,Arranque,0
902047,2026-08,EQ-0470,Paletizador,Envasado,Línea 3,B,Ajuste incorrecto,6.3,Averías,1
902048,2026-08,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desgaste,0.7,Pérdida de velocidad,1
902049,2026-08,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desalineamiento,2.2,Averías,1
902050,2026-08,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falta de lubricación,7.0,Defectos y reproceso,1
902051,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,3.1,Averías,1
902052,2026-08,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Ajuste incorrecto,2.3,Pérdida de velocidad,1
902053,2026-08,EQ-0201,Caldera 1,Servicios,N/A,A,Desalineamiento,9.8,Defectos y reproceso,1
902054,2026-08,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,6.9,Averías,1
902055,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,9.9,Averías,1
902056,2026-08,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Desgaste,2.1,Averías,1
902057,2026-08,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Fatiga de material,5.1,Averías,1
902058,2026-08,EQ-0201,Caldera 1,Servicios,N/A,A,Contaminación,5.1,Defectos y reproceso,1
902059,2026-08,EQ-0211,Chiller 1,Servicios,N/A,A,Ajuste incorrecto,7.6,Arranque,1
902060,2026-08,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Falla eléctrica,6.6,Defectos y reproceso,1
902061,2026-08,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falta de lubricación,9.9,Averías,1
902062,2026-08,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,1.7,Averías,1
902063,2026-08,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,5.4,Setup y ajustes,1
902064,2026-08,EQ-0211,Chiller 1,Servicios,N/A,A,Falla eléctrica,9.4,Averías,1
902065,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,5.7,Averías,1
902066,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Contaminación,2.9,Arranque,1
902067,2026-08,EQ-0201,Caldera 1,Servicios,N/A,A,Obstrucción,2.0,Arranque,1
902068,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,1.4,Averías,1
902069,2026-08,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Falla eléctrica,7.6,Pérdida de velocidad,1
902070,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,3.3,Averías,1
902071,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,3.2,Averías,1
902072,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,9.5,Averías,1
902073,2026-08,EQ-0470,Paletizador,Envasado,Línea 3,B,Obstrucción,1.3,Averías,1
902074,2026-08,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,6.4,Paradas menores,1
902075,2026-08,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Obstrucción,6.5,Paradas menores,1
902076,2026-08,EQ-0210,Compresor 3,Servicios,N/A,B,Falta de lubricación,1.1,Setup y ajustes,1
902077,2026-08,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Obstrucción,9.3,Averías,1
902078,2026-08,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Fatiga de material,8.5,Defectos y reproceso,1
902079,2026-08,EQ-0471,Transportador L3,Envasado,Línea 3,C,Falta de lubricación,3.6,Paradas menores,1
902080,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,7.3,Averías,1
902081,2026-08,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falta de lubricación,4.4,Pérdida de velocidad,1
902082,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,11.0,Paradas menores,1
902083,2026-08,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Desgaste,4.1,Averías,1
902084,2026-08,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Fatiga de material,2.8,Paradas menores,1
902085,2026-08,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Ajuste incorrecto,1.0,Averías,1
902086,2026-08,EQ-0202,Caldera 2,Servicios,N/A,B,Obstrucción,0.8,Paradas menores,1
902087,2026-08,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Obstrucción,2.1,Averías,1
902088,2026-08,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Obstrucción,2.9,Averías,1
902089,2026-08,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Obstrucción,3.1,Setup y ajustes,1
902090,2026-08,EQ-0211,Chiller 1,Servicios,N/A,A,Contaminación,1.8,Averías,1
902091,2026-08,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,7.2,Arranque,1
902092,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,6.6,Averías,1
902093,2026-08,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,8.3,Setup y ajustes,1
902094,2026-08,EQ-0211,Chiller 1,Servicios,N/A,A,Desgaste,10.1,Paradas menores,1
902095,2026-08,EQ-0210,Compresor 3,Servicios,N/A,B,Falla eléctrica,5.7,Paradas menores,1
902096,2026-08,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,8.5,Arranque,1
902097,2026-08,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falta de lubricación,6.6,Averías,1
902098,2026-08,EQ-0470,Paletizador,Envasado,Línea 3,B,Desalineamiento,7.5,Defectos y reproceso,1
902099,2026-08,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Contaminación,4.6,Averías,1
902100,2026-08,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Fatiga de material,1.9,Averías,1
902101,2026-08,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Obstrucción,2.2,Setup y ajustes,1
902102,2026-08,EQ-0211,Chiller 1,Servicios,N/A,A,Desgaste,6.5,Setup y ajustes,1
902103,2026-08,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,6.3,Paradas menores,1
902104,2026-08,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Fatiga de material,6.9,Paradas menores,1
902105,2026-08,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falta de lubricación,6.4,Averías,1
902106,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,2.6,Averías,1
902107,2026-08,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,8.5,Paradas menores,1
902108,2026-08,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desgaste,4.8,Averías,1
902109,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,2.9,Averías,1
902110,2026-08,EQ-0201,Caldera 1,Servicios,N/A,A,Fatiga de material,6.3,Averías,1
902111,2026-08,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Falla eléctrica,2.0,Averías,1
902112,2026-08,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desalineamiento,2.3,Averías,1
902113,2026-08,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,10.5,Paradas menores,0
902114,2026-08,EQ-0211,Chiller 1,Servicios,N/A,A,Ajuste incorrecto,7.4,Averías,1
902115,2026-08,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,5.1,Pérdida de velocidad,1
902116,2026-08,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Ajuste incorrecto,5.1,Averías,1
902117,2026-08,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Fatiga de material,1.5,Averías,1
902118,2026-08,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,2.6,Averías,1
902119,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,1.9,Paradas menores,1
902120,2026-08,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falla eléctrica,3.9,Averías,1
902121,2026-08,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Ajuste incorrecto,3.3,Averías,1
902122,2026-08,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desgaste,0.9,Defectos y reproceso,1
902123,2026-08,EQ-0470,Paletizador,Envasado,Línea 3,B,Falla eléctrica,0.9,Defectos y reproceso,1
902124,2026-08,EQ-0201,Caldera 1,Servicios,N/A,A,Falla eléctrica,8.7,Paradas menores,1
902125,2026-08,EQ-0210,Compresor 3,Servicios,N/A,B,Falta de lubricación,7.1,Pérdida de velocidad,1
902126,2026-08,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,9.3,Paradas menores,1
902127,2026-08,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,0.9,Defectos y reproceso,1
902128,2026-08,EQ-0202,Caldera 2,Servicios,N/A,B,Falta de lubricación,4.3,Averías,1
902129,2026-08,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desgaste,0.7,Averías,1
902130,2026-08,EQ-0470,Paletizador,Envasado,Línea 3,B,Falla eléctrica,6.2,Pérdida de velocidad,1
902131,2026-08,EQ-0202,Caldera 2,Servicios,N/A,B,Desgaste,6.4,Averías,1
902132,2026-08,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falta de lubricación,5.0,Averías,1
902133,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,4.8,Paradas menores,1
902134,2026-08,EQ-0201,Caldera 1,Servicios,N/A,A,Desalineamiento,10.5,Averías,1
902135,2026-08,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,9.2,Averías,1
902136,2026-08,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desgaste,4.5,Paradas menores,1
902137,2026-08,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Contaminación,1.2,Paradas menores,1
902138,2026-08,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desalineamiento,4.9,Paradas menores,1
902139,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,4.9,Arranque,1
902140,2026-08,EQ-0211,Chiller 1,Servicios,N/A,A,Desgaste,8.4,Pérdida de velocidad,1
902141,2026-08,EQ-0210,Compresor 3,Servicios,N/A,B,Falla eléctrica,6.9,Averías,1
902142,2026-08,EQ-0470,Paletizador,Envasado,Línea 3,B,Falta de lubricación,6.6,Setup y ajustes,1
902143,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,10.3,Averías,1
902144,2026-08,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Contaminación,5.1,Paradas menores,1
902145,2026-08,EQ-0202,Caldera 2,Servicios,N/A,B,Obstrucción,4.5,Averías,1
902146,2026-08,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Ajuste incorrecto,8.1,Averías,1
902147,2026-08,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falta de lubricación,7.1,Setup y ajustes,1
902148,2026-08,EQ-0310,Reactor P1,Proceso,Línea 1,A,Fatiga de material,10.4,Averías,1
902149,2026-08,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,8.8,Averías,1
902150,2026-08,EQ-0471,Transportador L3,Envasado,Línea 3,C,Fatiga de material,0.8,Setup y ajustes,1
902151,2026-08,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Contaminación,3.6,Paradas menores,1
902152,2026-08,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,6.9,Pérdida de velocidad,1
902153,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,7.2,Defectos y reproceso,1
902154,2026-08,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Fatiga de material,4.8,Setup y ajustes,1
902155,2026-08,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Falla eléctrica,1.2,Pérdida de velocidad,1
902156,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,9.9,Setup y ajustes,1
902157,2026-08,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Desgaste,0.6,Averías,1
902158,2026-08,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falta de lubricación,1.5,Pérdida de velocidad,1
902159,2026-08,EQ-0211,Chiller 1,Servicios,N/A,A,Desalineamiento,9.9,Arranque,1
902160,2026-08,EQ-0201,Caldera 1,Servicios,N/A,A,Fatiga de material,4.2,Averías,1
902161,2026-08,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desalineamiento,6.3,Averías,1
902162,2026-08,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,7.7,Pérdida de velocidad,1
902163,2026-08,EQ-0202,Caldera 2,Servicios,N/A,B,Falla eléctrica,6.4,Paradas menores,1
902164,2026-08,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Falla eléctrica,3.5,Setup y ajustes,1
902165,2026-08,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,3.4,Setup y ajustes,1
902166,2026-09,EQ-0202,Caldera 2,Servicios,N/A,B,Ajuste incorrecto,2.2,Paradas menores,1
902167,2026-09,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,5.8,Paradas menores,0
902168,2026-09,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falta de lubricación,10.9,Averías,1
902169,2026-09,EQ-0201,Caldera 1,Servicios,N/A,A,Desgaste,9.7,Averías,0
902170,2026-09,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Obstrucción,2.9,Setup y ajustes,1
902171,2026-09,EQ-0202,Caldera 2,Servicios,N/A,B,Falta de lubricación,5.3,Averías,1
902172,2026-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Fatiga de material,2.6,Defectos y reproceso,0
902173,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,1.2,Averías,1
902174,2026-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Obstrucción,4.8,Paradas menores,1
902175,2026-09,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,6.0,Pérdida de velocidad,1
902176,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,4.7,Averías,1
902177,2026-09,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falla eléctrica,2.4,Pérdida de velocidad,1
902178,2026-09,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,3.3,Paradas menores,1
902179,2026-09,EQ-0470,Paletizador,Envasado,Línea 3,B,Desalineamiento,0.8,Paradas menores,1
902180,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,6.5,Averías,1
902181,2026-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falta de lubricación,4.5,Defectos y reproceso,1
902182,2026-09,EQ-0211,Chiller 1,Servicios,N/A,A,Desgaste,8.1,Averías,1
902183,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,1.2,Pérdida de velocidad,1
902184,2026-09,EQ-0210,Compresor 3,Servicios,N/A,B,Fatiga de material,5.0,Averías,1
902185,2026-09,EQ-0201,Caldera 1,Servicios,N/A,A,Desgaste,7.2,Setup y ajustes,1
902186,2026-09,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desgaste,4.1,Defectos y reproceso,1
902187,2026-09,EQ-0470,Paletizador,Envasado,Línea 3,B,Falla eléctrica,7.5,Pérdida de velocidad,1
902188,2026-09,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Desalineamiento,5.2,Averías,1
902189,2026-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Fatiga de material,3.6,Averías,1
902190,2026-09,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Falta de lubricación,2.9,Pérdida de velocidad,1
902191,2026-09,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Fatiga de material,8.7,Averías,1
902192,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,9.8,Averías,1
902193,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,7.7,Paradas menores,1
902194,2026-09,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,2.8,Setup y ajustes,1
902195,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,7.6,Averías,1
902196,2026-09,EQ-0471,Transportador L3,Envasado,Línea 3,C,Obstrucción,1.9,Paradas menores,1
902197,2026-09,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Contaminación,9.1,Arranque,1
902198,2026-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,8.3,Averías,1
902199,2026-09,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desgaste,1.5,Paradas menores,1
902200,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,4.9,Setup y ajustes,1
902201,2026-09,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,9.5,Averías,1
902202,2026-09,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desgaste,5.4,Averías,1
902203,2026-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,10.0,Averías,1
902204,2026-09,EQ-0470,Paletizador,Envasado,Línea 3,B,Desalineamiento,1.5,Pérdida de velocidad,1
902205,2026-09,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Obstrucción,1.8,Arranque,1
902206,2026-09,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,3.9,Pérdida de velocidad,1
902207,2026-09,EQ-0201,Caldera 1,Servicios,N/A,A,Contaminación,3.8,Averías,1
902208,2026-09,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falla eléctrica,9.8,Setup y ajustes,1
902209,2026-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Fatiga de material,8.0,Averías,1
902210,2026-09,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desalineamiento,2.5,Setup y ajustes,1
902211,2026-09,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,8.0,Paradas menores,1
902212,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,2.5,Defectos y reproceso,1
902213,2026-09,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desalineamiento,6.4,Averías,1
902214,2026-09,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,1.5,Setup y ajustes,1
902215,2026-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,10.1,Averías,1
