Orden,AnioMes,Area,Linea,Equipo,DenominacionEquipo,Criticidad,TipoMantenimiento,ClaseOrden,EstadoCierre,Trabajo,TrabajoReal,CostoPlan,CostoReal,DiasCierre,RetrasoDias,FlagsCalidad,GrupoPlanificador,Prioridad,MotivoDetencion
402630,2026-09,Proceso,Línea 1,EQ-0310,Reactor P1,A,Correctivo,PM01,Cerrada,26.1,54.6,1648.6,2264.4,9,0,0,Eléctrico,Baja,
402631,2026-09,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,4.9,8.3,297.9,318.9,2,7,0,Eléctrico,Media,
402632,2026-09,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Mejora,PM04,Abierta,20.8,6.2,693.3,210.2,,22,0,Mecánico,Baja,
402633,2026-09,Servicios,N/A,EQ-0202,Caldera 2,B,Mejora,PM04,Cerrada,20.0,21.4,952.8,1106.4,10,0,0,Mecánico,Baja,
402634,2026-09,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,2.6,2.8,100.5,104.5,1,0,0,Instrumentación,Alta,
402635,2026-09,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,18.4,18.0,1071.0,1115.0,1,0,0,Mecánico,Media,
402636,2026-09,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Predictivo,PM06,Cerrada,4.1,3.9,143.0,148.0,4,0,0,Eléctrico,Media,
402637,2026-09,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM03,Cerrada,12.2,13.4,514.3,557.6,1,0,0,Eléctrico,Media,
402638,2026-09,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,4.6,7.7,361.2,435.2,3,0,0,Eléctrico,Media,
402639,2026-09,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,31.9,52.0,1487.8,1679.6,4,6,0,Eléctrico,Media,
402640,2026-09,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Correctivo,PM01,Cerrada,29.8,64.0,1788.5,2390.3,7,0,0,Mecánico,Baja,
402641,2026-09,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Predictivo,PM06,Cerrada,8.1,8.2,397.0,378.4,8,0,0,Eléctrico,Media,
402642,2026-09,Servicios,N/A,EQ-0201,Caldera 1,A,Mejora,PM04,Cerrada,2.1,2.2,89.2,92.5,3,0,0,Mecánico,Alta,
402643,2026-09,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Mejora,PM04,Cerrada,4.8,5.0,87.8,84.5,10,0,0,Mecánico,Media,
402644,2026-09,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM03,Cerrada,16.1,17.2,515.8,593.5,8,0,0,Mecánico,Media,
402645,2026-09,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,20.6,21.0,970.5,1061.0,1,0,0,Instrumentación,Baja,
402646,2026-09,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Abierta,3.5,0.6,142.3,27.6,,1,0,Eléctrico,Media,
402647,2026-09,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM03,Cerrada,16.2,16.8,509.0,499.8,3,0,0,Instrumentación,Baja,
402648,2026-09,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,15.0,14.8,789.9,777.8,5,0,0,Eléctrico,Media,
402649,2026-09,Servicios,N/A,EQ-0201,Caldera 1,A,Predictivo,PM06,Cerrada,8.9,9.5,427.3,464.5,8,0,0,Servicios,Media,
402650,2026-09,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,23.8,23.1,1103.0,1138.6,10,0,4,Servicios,Media,
402651,2026-09,Servicios,N/A,EQ-0211,Chiller 1,A,Emergencia,PM05,Cerrada,10.4,21.2,686.6,903.2,6,0,0,Instrumentación,Baja,
402652,2026-09,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM03,Cerrada,16.1,17.3,917.6,984.1,8,0,0,Mecánico,Media,
402653,2026-09,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM03,Cerrada,22.5,25.0,1221.8,1302.3,5,0,0,Mecánico,Baja,
402654,2026-09,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM03,Abierta,20.0,2.6,711.4,203.0,,0,0,Servicios,Baja,
402655,2026-09,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM03,Cerrada,24.2,26.4,767.8,800.8,10,0,0,Mecánico,Alta,
402656,2026-09,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Mejora,PM04,Cerrada,6.3,5.9,259.2,236.2,5,0,0,Eléctrico,Baja,
402657,2026-09,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM03,Cerrada,8.3,8.9,213.4,224.9,2,0,2,Mecánico,Baja,
402658,2026-09,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,23.0,23.4,922.2,873.7,7,0,0,Servicios,Media,
402659,2026-09,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,6.5,6.9,402.2,414.1,2,0,0,Instrumentación,Baja,
402660,2026-09,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Mejora,PM04,Cerrada,12.3,12.4,342.4,355.9,3,0,0,Mecánico,Alta,
402661,2026-09,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,8.9,9.4,321.8,348.6,7,3,18,Servicios,Baja,
402662,2026-09,Proceso,Línea 1,EQ-0310,Reactor P1,A,Predictivo,PM06,Cerrada,7.9,7.7,296.1,283.1,5,0,0,Instrumentación,Baja,
402663,2026-09,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,4.2,4.4,205.3,228.4,7,0,2,Instrumentación,Alta,
402664,2026-10,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,21.7,22.5,1011.6,1008.0,9,0,0,Instrumentación,Media,
402665,2026-10,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,21.6,22.3,885.7,859.5,4,1,0,Mecánico,Alta,
402666,2026-10,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,32.1,39.1,1761.2,1471.9,8,0,0,Eléctrico,Alta,
402667,2026-10,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM03,Cerrada,14.2,14.5,527.0,501.7,2,0,0,Eléctrico,Media,
402668,2026-10,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Abierta,6.1,2.4,226.7,62.6,,3,16,Mecánico,Baja,
402669,2026-10,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM03,Cerrada,3.7,3.6,122.0,124.4,9,0,0,Instrumentación,Media,
402670,2026-10,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,25.4,26.9,778.6,847.5,8,0,0,Instrumentación,Baja,
402671,2026-10,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,20.2,22.0,1132.9,1211.5,1,0,0,Mecánico,Media,
402672,2026-10,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,22.1,20.7,970.4,881.9,4,0,0,Servicios,Baja,
402673,2026-10,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,6.6,6.3,213.2,196.1,6,4,16,Eléctrico,Media,
402674,2026-10,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM03,Cerrada,23.5,25.9,491.8,554.5,10,9,18,Instrumentación,Baja,
402675,2026-10,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM03,Cerrada,21.5,23.8,681.7,762.3,7,0,0,Eléctrico,Baja,
402676,2026-10,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Correctivo,PM01,Cerrada,3.2,6.0,207.5,237.1,8,0,0,Instrumentación,Media,
402677,2026-10,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,23.0,24.0,1147.1,1175.0,8,0,0,Eléctrico,Media,
402678,2026-10,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,23.4,24.8,942.1,1069.1,8,0,0,Mecánico,Alta,
402679,2026-10,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM03,Cerrada,10.6,10.5,322.1,304.2,6,0,0,Instrumentación,Media,
402680,2026-10,Envasado,Línea 3,EQ-0470,Paletizador,B,Correctivo,PM01,Cerrada,7.1,8.2,246.6,193.7,10,0,0,Instrumentación,Alta,
402681,2026-10,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM03,Cerrada,7.8,7.4,224.9,229.0,3,0,0,Mecánico,Baja,
402682,2026-10,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,21.4,20.5,1046.9,957.1,2,0,0,Mecánico,Baja,
402683,2026-10,Servicios,N/A,EQ-0211,Chiller 1,A,Correctivo,PM01,Cerrada,24.9,46.3,2016.3,2567.5,3,0,0,Mecánico,Media,
402684,2026-10,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Abierta,5.7,2.5,215.7,21.2,,9,16,Servicios,Alta,
402685,2026-10,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Abierta,23.2,8.2,807.4,237.0,,7,0,Servicios,Baja,
402686,2026-10,Servicios,N/A,EQ-0210,Compresor 3,B,Predictivo,PM06,Cerrada,3.1,3.4,100.7,113.4,9,0,0,Mecánico,Media,
402687,2026-10,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Correctivo,PM01,Cerrada,7.8,11.5,502.2,463.4,9,0,0,Mecánico,Baja,
402688,2026-10,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Correctivo,PM01,Cerrada,10.1,20.5,728.9,957.1,5,0,0,Mecánico,Media,
402689,2026-10,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,4.3,4.6,162.4,185.0,8,0,0,Instrumentación,Baja,
402690,2026-10,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM03,Cerrada,13.6,15.0,403.1,448.3,1,0,2,Instrumentación,Alta,
402691,2026-10,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM03,Cerrada,14.3,15.6,778.9,869.6,1,0,0,Mecánico,Media,
402692,2026-10,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM03,Cerrada,10.0,9.9,253.3,269.4,0,0,0,Eléctrico,Alta,
402693,2026-10,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,19.3,20.0,562.0,634.0,10,0,0,Mecánico,Media,
402694,2026-10,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Predictivo,PM06,Cerrada,5.0,4.7,227.5,226.2,9,0,0,Mecánico,Alta,
402695,2026-10,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Correctivo,PM01,Cerrada,25.1,43.1,1006.0,1065.5,9,0,0,Eléctrico,Alta,
402696,2026-10,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,11.4,10.9,345.4,306.2,10,0,0,Mecánico,Baja,
402697,2026-10,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,4.5,4.6,184.6,177.1,1,0,0,Servicios,Media,
402698,2026-10,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,24.6,22.7,919.2,919.0,10,0,0,Mecánico,Media,
402699,2026-10,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM03,Cerrada,3.6,3.5,177.3,183.3,3,0,4,Mecánico,Baja,
402700,2026-10,Envasado,Línea 3,EQ-0470,Paletizador,B,Correctivo,PM01,Cerrada,4.1,5.7,283.7,255.0,7,0,0,Servicios,Media,
402701,2026-10,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Predictivo,PM06,Cerrada,7.1,6.6,221.9,197.1,6,2,0,Servicios,Baja,
402702,2026-10,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Correctivo,PM01,Cerrada,30.6,66.0,1618.7,2216.0,9,0,0,Mecánico,Alta,
402703,2026-10,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Predictivo,PM06,Cerrada,18.8,19.6,993.4,1071.9,6,0,0,Eléctrico,Baja,
402704,2026-10,Envasado,Línea 3,EQ-0471,Transportador L3,C,Mejora,PM04,Cerrada,13.6,14.3,440.3,502.6,7,0,0,Mecánico,Media,
402705,2026-10,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM03,Cerrada,24.5,24.4,923.5,922.4,10,0,0,Mecánico,Alta,
402706,2026-10,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,9.0,9.6,412.9,451.6,5,0,0,Servicios,Alta,
402707,2026-10,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Correctivo,PM01,Cerrada,13.2,20.8,831.3,844.8,11,0,2,Instrumentación,Media,
402708,2026-10,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,8.2,12.8,515.5,543.4,6,5,0,Mecánico,Baja,
402709,2026-10,Servicios,N/A,EQ-0211,Chiller 1,A,Emergencia,PM05,Cerrada,15.1,31.3,1061.0,1462.6,9,0,0,Mecánico,Baja,
402710,2026-10,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM03,Cerrada,6.2,6.6,143.1,146.6,3,0,2,Eléctrico,Media,
402711,2026-10,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,11.0,11.3,551.3,552.1,10,0,0,Mecánico,Baja,
402712,2026-10,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,22.6,23.6,538.2,583.9,8,0,0,Servicios,Media,
402713,2026-10,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,25.9,55.9,1015.0,1362.3,1,0,0,Mecánico,Media,
402714,2026-10,Servicios,N/A,EQ-0201,Caldera 1,A,Emergencia,PM05,Cerrada,13.5,25.4,891.3,1193.0,6,0,0,Servicios,Media,
402715,2026-10,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Correctivo,PM01,Abierta,19.1,3.4,1261.3,443.5,,0,0,Eléctrico,Baja,
402716,2026-10,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,9.2,10.2,415.5,443.7,6,0,0,Servicios,Baja,
402717,2026-10,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,17.4,18.5,733.5,725.1,9,0,0,Mecánico,Baja,
402718,2026-10,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Correctivo,PM01,Cerrada,19.8,29.4,1359.5,1376.7,7,0,0,Mecánico,Media,
402719,2026-10,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,23.3,25.4,548.9,627.3,7,0,0,Instrumentación,Baja,
402720,2026-10,Servicios,N/A,EQ-0201,Caldera 1,A,Emergencia,PM05,Cerrada,24.9,38.8,1579.2,1620.0,11,0,0,Mecánico,Alta,
402721,2026-10,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,27.1,56.5,2321.3,3348.2,8,0,0,Eléctrico,Alta,
402722,2026-10,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM03,Cerrada,11.7,10.9,354.5,351.0,10,0,0,Instrumentación,Media,
402723,2026-10,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,2.6,2.6,77.0,72.3,7,0,0,Instrumentación,Media,
402724,2026-10,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,15.7,15.6,710.1,683.1,8,0,0,Instrumentación,Media,
402725,2026-10,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,8.8,8.6,149.8,146.0,9,0,0,Servicios,Alta,
402726,2026-10,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,5.2,5.4,173.4,179.7,10,0,0,Eléctrico,Media,
402727,2026-10,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,9.6,10.7,201.1,229.8,10,0,1,Mecánico,Media,
402728,2026-10,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,9.2,9.3,166.2,177.6,1,0,0,Eléctrico,Media,
402729,2026-10,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Predictivo,PM06,Cerrada,14.8,14.0,613.1,556.0,5,0,2,Eléctrico,Baja,
402730,2026-10,Envasado,Línea 3,EQ-0470,Paletizador,B,Correctivo,PM01,Abierta,14.0,1.0,700.9,146.2,,0,0,Mecánico,Alta,
402731,2026-10,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM03,Cerrada,25.3,24.6,973.4,932.1,9,0,0,Mecánico,Alta,
402732,2026-10,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Mejora,PM04,Cerrada,10.8,11.3,298.8,318.4,2,0,0,Eléctrico,Alta,
402733,2026-10,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,2.2,2.2,89.0,82.7,8,0,0,Mecánico,Baja,
402734,2026-10,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM03,Cerrada,4.3,4.0,199.5,187.1,10,11,16,Eléctrico,Media,
402735,2026-10,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM03,Cerrada,24.9,25.6,656.5,715.9,4,0,0,Eléctrico,Baja,
402736,2026-10,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM03,Cerrada,14.7,16.1,578.0,654.9,10,0,0,Eléctrico,Baja,
402737,2026-10,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,32.3,57.7,1534.4,1775.0,5,0,0,Mecánico,Media,
402738,2026-10,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,24.2,23.2,871.1,851.1,8,0,0,Eléctrico,Media,
402739,2026-10,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,20.1,19.9,1114.9,1169.5,2,0,0,Eléctrico,Media,
402740,2026-10,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Emergencia,PM05,Cerrada,3.8,5.2,164.4,144.4,9,0,0,Servicios,Alta,
402741,2026-10,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,16.2,17.1,502.9,519.2,2,0,0,Instrumentación,Media,
402742,2026-10,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,16.2,21.8,1550.5,1299.8,2,0,0,Mecánico,Baja,
402743,2026-10,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM03,Cerrada,4.9,4.7,153.4,146.6,2,0,0,Mecánico,Media,
402744,2026-10,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,13.5,13.9,464.8,500.3,1,0,0,Mecánico,Alta,
402745,2026-10,Proceso,Línea 1,EQ-0310,Reactor P1,A,Correctivo,PM01,Cerrada,22.7,43.5,1162.2,1507.5,7,0,0,Eléctrico,Alta,
402746,2026-10,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,27.0,39.4,2122.9,2168.3,1,0,4,Servicios,Baja,
402747,2026-10,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM03,Cerrada,3.2,3.3,96.5,98.2,10,0,0,Instrumentación,Baja,
402748,2026-10,Servicios,N/A,EQ-0202,Caldera 2,B,Mejora,PM04,Cerrada,21.5,21.1,840.9,856.6,9,0,0,Eléctrico,Alta,
402749,2026-10,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,21.2,20.2,921.8,950.6,3,0,0,Mecánico,Alta,
402750,2026-10,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,18.6,32.6,856.8,1044.0,6,11,1,Mecánico,Media,
402751,2026-10,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Emergencia,PM05,Cerrada,12.4,21.9,789.6,877.4,6,0,0,Instrumentación,Media,
402752,2026-10,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Emergencia,PM05,Abierta,20.3,6.0,1222.8,149.4,,0,8,Eléctrico,Baja,
402753,2026-10,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,13.0,14.0,553.5,635.9,2,0,0,Mecánico,Media,
402754,2026-10,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM03,Cerrada,24.8,26.6,1226.1,1399.8,10,0,0,Mecánico,Media,
402755,2026-10,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Abierta,12.9,1.5,383.6,73.4,,3,2,Eléctrico,Alta,
402756,2026-10,Servicios,N/A,EQ-0202,Caldera 2,B,Mejora,PM04,Cerrada,3.2,3.6,127.3,146.4,9,0,0,Mecánico,Alta,
402757,2026-10,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,6.1,5.6,314.7,312.6,7,9,0,Instrumentación,Alta,
402758,2026-10,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Mejora,PM04,Cerrada,13.3,13.3,407.6,438.3,5,0,0,Eléctrico,Alta,
402759,2026-10,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,12.1,11.2,643.8,575.8,3,0,0,Instrumentación,Baja,
402760,2026-10,Envasado,Línea 3,EQ-0471,Transportador L3,C,Correctivo,PM01,Cerrada,26.9,35.2,719.2,664.8,3,0,0,Instrumentación,Alta,
402761,2026-10,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,11.4,11.3,376.5,347.1,5,0,0,Instrumentación,Media,
402762,2026-10,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,10.5,10.8,254.0,254.1,4,0,0,Instrumentación,Baja,
402763,2026-10,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Abierta,17.6,0.9,532.6,290.3,,36,16,Eléctrico,Media,Sin asignación de técnico
402764,2026-10,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM03,Cerrada,15.2,14.5,434.4,409.4,5,0,0,Mecánico,Baja,
402765,2026-10,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,30.9,44.2,2221.6,2025.2,9,1,0,Eléctrico,Media,
402766,2026-10,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Correctivo,PM01,Cerrada,25.2,38.9,690.7,743.8,3,0,1,Eléctrico,Media,
402767,2026-10,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Mejora,PM04,Cerrada,18.6,17.2,745.3,672.3,1,0,0,Eléctrico,Media,
402768,2026-10,Proceso,Línea 1,EQ-0310,Reactor P1,A,Correctivo,PM01,Cerrada,12.0,18.7,872.4,981.0,7,0,0,Eléctrico,Media,
402769,2026-10,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Abierta,25.0,8.7,1595.1,606.5,,0,0,Mecánico,Alta,
402770,2026-10,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,13.0,13.8,698.0,767.7,2,6,16,Eléctrico,Media,
402771,2026-10,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Correctivo,PM01,Cerrada,21.3,27.0,1077.6,979.5,9,0,0,Mecánico,Baja,
402772,2026-10,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM03,Cerrada,8.7,8.2,327.9,293.1,1,3,0,Mecánico,Baja,
402773,2026-10,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Mejora,PM04,Cerrada,21.3,21.0,1261.7,1157.8,11,7,0,Mecánico,Media,
402774,2026-10,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,21.7,20.2,745.5,659.8,5,0,0,Instrumentación,Baja,
402775,2026-10,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,6.3,5.9,372.7,329.7,2,0,0,Eléctrico,Media,
402776,2026-10,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Correctivo,PM01,Abierta,31.1,11.0,2811.3,1122.3,,0,0,Eléctrico,Alta,
402777,2026-10,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Emergencia,PM05,Cerrada,21.7,29.8,1144.9,1134.2,0,0,0,Eléctrico,Baja,
402778,2026-10,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,8.1,8.6,325.2,361.7,9,0,0,Eléctrico,Baja,
402779,2026-10,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM03,Cerrada,9.5,9.0,244.4,217.0,10,11,0,Eléctrico,Baja,
402780,2026-10,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Mejora,PM04,Cerrada,23.1,21.6,1045.5,1002.3,8,0,0,Mecánico,Media,
402781,2026-10,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Correctivo,PM01,Cerrada,26.3,48.9,1260.5,1565.6,11,0,0,Instrumentación,Alta,
402782,2026-11,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,25.2,26.0,690.6,686.9,3,0,0,Eléctrico,Media,
402783,2026-11,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM03,Cerrada,3.0,3.1,80.8,84.0,7,0,0,Mecánico,Alta,
402784,2026-11,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Correctivo,PM01,Cerrada,16.2,19.7,605.1,483.2,6,0,0,Instrumentación,Media,
402785,2026-11,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,21.5,21.5,1164.8,1113.7,10,0,0,Mecánico,Baja,
402786,2026-11,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,7.8,8.6,277.5,286.8,8,0,0,Eléctrico,Media,
402787,2026-11,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,9.5,10.3,222.0,234.2,10,0,0,Eléctrico,Media,
402788,2026-11,Envasado,Línea 3,EQ-0471,Transportador L3,C,Correctivo,PM01,Cerrada,23.0,33.2,701.9,626.1,2,0,0,Instrumentación,Media,
402789,2026-11,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM03,Abierta,18.0,7.8,380.6,65.8,,24,16,Mecánico,Baja,
402790,2026-11,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM03,Cerrada,22.7,23.2,504.9,502.2,7,0,0,Instrumentación,Baja,
402791,2026-11,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM03,Cerrada,21.6,23.9,577.8,626.8,1,0,2,Eléctrico,Baja,
402792,2026-11,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,10.8,12.0,257.8,295.3,6,0,0,Mecánico,Alta,
